hand,board
"Ad,Jd","2d,5c,Ts"
"Ks,Qh","Kd,Kc,9s,7h"
"Ks,4h","8s,6s,Kc,9h,Jd"
"Kc,7c","Jh,Qs,2h,Ac,6c"
"Ks,Ac","Jc,As,8h,5h,Qs"
"8h,5c","Tc,6h,Qd,Ah,Th"
"Qc,As","7s,8s,8c"
"Qc,4h","5s,Ah,9d"
"Jd,5s","9s,5d,5h,7d"
"2s,Tc","Js,Jc,6d,Ks"
"3s,4s","8h,Ac,2h,Qh,7c"
"As,5h","7h,Kc,Kd,7d,8c"
"9c,Th","Kc,Kh,3s"
"Jd,Jh","6s,7d,5s,9s"
"7c,Kc","Qc,Ks,9d,8h"
"Kd,Ac","Qc,7s,3c,6c"
"9h,Kc","3s,2s,5h,8d,Jh"
"4d,Jh","Qs,3s,Ah,5c,3c"
"Qc,7s","6h,Tc,2d,6s,2c"
"Td,2d","Kc,Ac,Qh,5c"
"Td,6c","8d,4h,8c"
"4c,Kh","8d,3c,3h"
"6c,Jc","7h,5h,Th"
"Kh,4d","Qd,4h,3d,6h"
"Jh,3c","4h,9c,Kc"
"8c,9h","5c,3s,Qs,2d,2c"
"Qs,6h","Js,Ad,Kh"
"As,7c","2d,2s,4c"
"Ts,Js","7s,9c,4s,Ks,3c"
"6s,5s","Td,6c,Ac,Kh,6h"
"3d,Ac","5h,5d,2s,8h,Ad"
"Qs,8d","Jh,4h,Kd,9d"
"2s,Ks","3h,Jd,2c"
"Th,7c","2h,3d,9c"
"9d,6s","As,Jc,6d,8d,2c"
"Jd,2s","3d,7c,4h"
"7s,8d","Ac,9s,2h,As"
"5h,Qh","3d,Ts,8h"
"Kc,9c","Th,Qc,3d,As,7c"
"8s,Qd","Js,Ah,6h,5d"
"Ad,8c","3c,Ac,2d,Js,2c"
"Jd,5c","2d,5s,7d,3s"
"9s,3d","Qc,4h,Qd,Kd,3h"
"5c,Ts","3c,3h,5h"
"Js,Qd","7d,Ts,2c"
"Th,9s","Kc,9d,6h,4s,Ac"
"5d,Td","9h,Js,Jd"
"3s,6h","Td,Kc,7d"
"6s,2d","3s,9h,5s,9d"
"Tc,4c","Qs,Ts,4h"
"Qh,2h","Ad,Ts,Tc,4d,8c"
"Jh,3c","Js,4s,Tc,Ad,Kh"
"4c,3c","2c,6c,Qd,4d,Js"
"3d,5c","As,2d,3s"
"Jc,8c","Qh,6h,Kd,Jd"
"8h,Ks","Js,Qd,Ts,Qh,Th"
"3s,8c","Qc,7c,Kd"
"9d,Kd","3c,3s,9s,Qc,Qh"
"8c,Kd","2d,Qs,6s,7h,8d"
"3h,Kh","6c,7d,8d,3d,Tc"
"2s,Ts","Js,6h,4h"
"3s,2c","6h,Jh,Ad"
"7s,6d","Ad,2c,8s,Ac,2s"
"8c,4h","Tc,6s,3d,7c,7s"
"9s,Kd","8c,3c,9c,5d,Kc"
"Qc,5h","5c,5d,3d,Qh"
"4c,9h","5s,6h,Td"
"2s,8d","Qs,7h,Ac,8h,Qc"
"5h,7s","Qh,Th,5d"
"4h,8h","5c,4d,5h,Jc"
"Ad,As","Kc,5d,2d,Qh"
"9d,9c","Jc,Qc,9h,8d,Qd"
"2h,4h","2d,Tc,Qd,3s"
"3h,Jh","2c,Kh,9c,9h,Tc"
"6d,Jh","7c,4s,8h,3s,6c"
"6h,8s","Th,8c,Js,Jh"
"2d,8d","Jd,4h,Ts,Qs,3c"
"8c,Ac","7s,Kd,Jh,7d"
"7d,6c","Tc,3d,Th"
"2s,As","6s,7h,4c,9h,5s"
"9h,3h","4s,7h,7s"
"7c,Js","As,Ks,9c,7h"
"Qd,5d","7d,Kd,Tc"
"Th,Qd","8c,Ad,3c,2h,3s"
"3c,7s","Ad,8s,As,Kd,8d"
"As,8c","Ah,Js,9s,8d"
"Kc,Ks","Qs,2s,9d,9c"
"Jc,8s","2s,3h,Qc,7s"
"4c,Kd","9d,4d,Ah"
"2h,9d","7c,3d,5s"
"Qc,7c","Jc,8c,8d"
"6s,5d","Tc,3h,2s,Ts,Td"
"Kc,Qd","Ks,7h,4d,Kh"
"Ts,4c","4d,3s,Th,8s,5d"
"5c,3c","Kd,8h,Td"
"Js,Td","8c,Kh,Th,9c"
"5c,Jh","6c,8s,4s,5s"
"3d,4s","7c,Jh,8h,2c,Ad"
"Kd,8h","5h,7h,Ts,Ac"
"Qh,Ts","Ad,As,4h,4c"
"2d,6d","3s,Th,Tc,Jc"
"Js,9h","7c,6h,7h,6d"
"Kh,9h","Ah,2d,Qc,Ks,5s"
"3s,6c","Qh,Jd,Qc,Kc"
"7d,6h","Td,3h,2h"
"8d,4h","Ad,Qd,6d,6s"
"7d,Kc","7h,9s,7c,As,4s"
"2c,6c","2s,2d,4h"
"6d,2h","4c,9d,8s,Kd,5d"
"9s,5c","8c,7d,Tc,Js,Kc"
"2d,9c","8d,5c,Ks,Js"
"9c,5h","Ah,7c,8c"
"Kc,9d","2h,5d,Tc,3s"
"Td,4h","3s,Js,Kd,8c,Jh"
"3s,Kd","Kh,7s,9h,Qd"
"Qc,Jc","5d,4d,Kc,Qs,2c"
"9h,Tc","2d,Th,Qd,5c,Ad"
"Kc,2s","Ac,Ts,4s"
"5s,2d","8d,Ks,4c,Qc"
"Kd,Ts","2d,Tc,5s,6d"
"6c,Th","6h,Td,7h,Ks,Jh"
"Qs,4d","Ah,Kh,Qh,Td"
"8s,7d","6d,8c,9c,7h"
"4d,9s","8d,5h,9d,Jd"
"2d,4c","6h,Jd,Ad,Ac"
"3d,Qs","Ad,8h,Ac,6c,As"
"Qs,3h","Jc,Ad,Kh,Ks,6d"
"Ah,Qd","6s,Jh,Ts,7s"
"Jh,8d","7d,4d,6h,9h,8s"
"6d,Qd","Th,Qs,6h,7h"
"3h,8h","4c,4h,Jd,3c"
"Ac,Js","Jd,8h,5h,2d,4c"
"7c,Th","Ac,Ks,Qs,4h"
"3h,Tc","Qh,2d,4d"
"Kd,7d","2h,4h,4d"
"Ah,Th","7s,Jh,Jd"
"8c,4c","Kd,Qd,Ts"
"Qh,5c","Ah,4s,As,Jh"
"Qs,8s","3h,2h,4d,5h,Ah"
"Ah,2d","5d,Kd,9d"
"7s,Tc","6h,3d,8d"
"Ah,7h","5s,4d,7d,Ac,6h"
"6c,5d","3s,2d,2c,4s"
"3s,5c","Kc,5s,Kd,Jc"
"Kd,6h","As,4c,6s,9s,Ts"
"9d,3c","3s,Jc,Qd,Qc,2d"
"2d,Td","Ac,Tc,5s,2c"
"Ah,Qh","Qd,3c,6c,7d"
"Qc,9s","Jc,6s,Qd,3c"
"Ks,Jc","6s,Th,3d,9c"
"7c,4s","7h,5d,3h"
"Qs,5d","Ah,As,Th,8c,Qc"
"Js,Kd","Ah,3d,Td"
"5d,Js","8d,Kc,4h,Kh"
"6c,Qs","Kc,3c,3h,8d,Jc"
"4h,9d","9s,3d,Kh,9h"
"2c,Td","Qc,4d,7s,3h"
"4d,Ac","3d,4h,Qs,Kc,8h"
"4s,Td","Qs,Qd,2h,Jc"
"Ts,Tc","4d,As,Kd,Kh"
"7d,Kc","9s,4h,8h"
"Ac,Ts","Qd,9d,4h,Qc,5c"
"Ah,2d","7c,Kd,Qd,4c,7d"
"Td,6d","Ah,Ad,8c"
"Td,Qs","2s,2h,Kd,5h"
"6h,9s","Jd,9c,8h,4d,8s"
"Td,Ah","Kd,Ks,7h,2h,8s"
"5s,3s","9h,Qc,Ks,7s"
"Jc,Qh","3h,4s,6c,Js,2c"
"Ks,3s","Js,7d,3c"
"4s,Ah","9d,8h,Th"
"8h,Ah","Kc,Qh,Jd,4s"
"Ks,2d","2h,6h,Qh"
"3h,5h","9h,7s,5c"
"6c,Jc","6s,7s,2d,Js,6h"
"Kc,Jd","Ad,2c,Ks,7h,8c"
"3h,Kc","9d,7c,7s,7d"
"3h,5c","8s,6d,2d,Qh,Qd"
"Ah,5c","Ts,3s,Ks,Ad"
"9s,Qd","Tc,Kc,5c,Ts"
"9d,Jh","2d,Qh,7d,4h,4d"
"Qs,Qc","Ks,Ts,5h"
"3h,5h","4s,Jd,2h,8s"
"8d,Qh","Kd,Qs,Qc,Tc"
"Qs,Ac","Kh,6c,Jh"
"7c,Js","9c,Ah,Qc,Kh"
"5c,8d","2h,7h,3c,2d,Kc"
"As,2d","9h,Ks,7s"
"7h,4h","8h,Qd,6c,2s,8c"
"8d,3h","5h,Ts,8s"
"4d,Qs","2d,6s,2c,8s"
"2c,Th","8h,2d,Ts,8s,9d"
"Kc,9s","7d,7h,3d"
"5c,9c","Ac,6h,9h"
"9d,Qc","3c,Ts,2s,Ac"
"7c,6d","6h,Qc,5c,Td,8d"
"Ah,Qh","Jc,9d,Jd"
"Qc,Jc","2s,4s,Kh"
"9h,Tc","4s,3d,9d,6h"
"6c,7h","8h,Qd,3h,5s"
"7h,6d","9s,Ac,7c"
"Kd,Js","Qs,2c,6s,4c"
"2c,9s","Kd,As,5s,Ad,Jc"
"3c,9s","4d,4s,Jc"
"7s,8s","3s,Ad,5s,5h"
"5d,3s","2c,5h,Qd"
"6c,9d","Js,8c,4c,5h"
"3c,4s","Tc,2d,6s"
"8h,6s","Ad,8c,8d,5s,Ts"
"6s,Kh","9c,7c,Js"
"2d,Qh","9c,7h,Ac,5h,Jh"
"2h,6s","3s,6c,7s"
"Qc,Jc","7s,2h,4c,8h"
"As,Qh","3d,Qc,4d,Ac"
"8d,4d","Ad,Kd,Jc,2c"
"7h,7c","Ad,7d,4d,5c"
"Jd,7h","9h,2c,Js,6c,2h"
"Tc,5h","9c,7h,7d,8d,6h"
"9d,8d","Kc,7s,As,7c,4c"
"Tc,Ah","Td,6s,8c,8d"
"Qc,4s","7c,8s,9d"
"Ks,Kd","Th,6c,3c,Jh"
"9h,6s","5s,4s,8d"
"Ah,8h","9s,Jh,2d,5h,6h"
"2s,Qc","2c,Qs,Js"
"2d,6h","4s,2s,Kd,Tc"
"3s,8c","5s,9h,6c,5c,5h"
"Ks,7d","Qs,Ac,4s"
"3s,6h","5h,Td,2c,5d,7h"
"9s,7s","Tc,Kh,4h"
"Kc,Ah","6d,Js,8d,5s,4d"
"Ts,Kh","5h,6s,Ac,2s"
"4h,Js","Kh,9d,Td"
"Jc,Th","8h,5d,9c"
"4c,6s","7h,Qd,4d,3h"
"Kd,8s","Tc,9h,2c,3d"
"Kd,2c","7d,9c,4d,Qd,5h"
"Ac,Qh","9s,Ts,7d,4h"
"Qs,Kh","2d,4s,Ac"
"Jd,Qc","2h,4c,6s,Kd,2s"
"9d,2h","4h,7c,Qh,2d"
"Kc,Kd","Ah,6s,Th,3h,3d"
"9d,8c","8d,Kd,Ks"
"6c,8s","5h,Kd,As,2d"
"Jd,Qd","3h,6d,5d,7h,9s"
"5h,Qs","8s,5s,7h,Ts,Jd"
"5c,2s","Qh,9s,9d,Td,9h"
"9s,5h","Jd,Th,Jc,Td,5s"
"9h,6s","Th,3h,2h,Ac,Qd"
"Jh,Qs","2s,3c,5c"
"Ac,2d","Ks,Qs,Ad,2s,5c"
"5h,Ac","Ad,Kd,Jh,4c"
"Js,Ks","5s,2c,Td"
"Jh,9h","As,8c,4s"
"7h,3s","9h,6d,Ac"
"7h,4c","3h,9d,9h,Qh,2d"
"Kh,3s","Ts,6d,Ad,6c,5c"
"3s,Kd","3c,5c,6s,Kh,5s"
"2h,9h","4s,Ts,6d,Ah,Td"
"6c,Tc","8c,2s,8s,5d"
"Ks,4h","Tc,5c,7s,6h,3c"
"7c,Tc","9s,6s,7d,2c,4c"
"Qh,2h","9c,8s,8h"
"Qd,9h","4c,Ts,Th,Tc,3d"
"6h,2c","Td,3s,Jh,Tc,6s"
"Td,5h","6h,9h,Kh,Kc"
"Ts,3s","Jd,Kd,5c"
"Js,6h","7d,Th,3c,Ac"
"As,8h","4c,8c,Ah,7s"
"5s,8s","Th,4s,6h"
"4c,7c","5h,Kd,4s"
"9c,4d","Kc,Ah,Qc"
"Jh,8d","9d,9h,8c"
"5d,5s","8c,3h,9s,3s"
"8h,9d","7d,Js,8d,Jd,Qh"
"3s,4h","9h,Ac,Ad,3d"
"6c,Ah","9d,9s,9c"
"Qs,5s","7d,5d,7h,2d"
"4d,As","3h,7s,7d"
"4d,Ad","6s,As,Jc,Qs"
"7h,6s","5h,2c,7c,Qh"
"5s,4s","Qh,Ts,As,Qd,Ah"
"7s,Kd","As,8d,4h,6c,7c"
"7c,8s","7s,Ks,3d,5h"
"Kd,Tc","6h,Td,4d,4h,7s"
"Qs,4d","Ah,4c,Ac,As"
"3s,4s","2s,8h,Kc,6c,5h"
"6c,Qd","3d,9d,Ah,3h,Ks"
"As,5h","Qd,4s,6c"
"2h,6s","4c,Qh,Kd,8c"
"Js,Ac","Kh,Kd,7d,9c"
"2s,9h","2d,Js,Ks,6d"
"5c,3h","6s,9d,Kc"
"Jd,Qd","Qh,Jc,3h"
"2s,Jh","2d,8d,Qh"
"Qs,Th","As,4h,Ks,6c,3d"
"Qh,5s","4d,5h,4s"
"8h,6c","Ks,8s,4d"
"4s,Js","4d,7d,2s,4c"
"7h,9c","6c,Kh,Ks,8h,9d"
"7h,9h","7d,9d,5s,Ts"
"5c,2c","As,5d,7d,7h"
"3s,Ac","9h,Qd,4h"
"9h,Kd","2c,6c,7d,6h"
"7s,3d","6c,As,Qh,Jd,4s"
"Qc,6s","4d,7d,Qh,Ad,9s"
"Kd,Tc","Qd,Ah,Kc,Ad"
"8h,Ts","8d,9d,3s,Kh,Qc"
"6d,5d","Qs,Jd,8d"
"4d,8h","9h,9c,6c,9s"
"5s,8d","9h,9c,Jc,2c"
"5h,9d","Qd,4s,7s"
"2d,Js","7c,4c,Jc,6h"
"Kc,Th","2c,8h,9h,Td,Ah"
"Kc,4h","9s,4s,Ah,7s,2h"
"Jc,Js","6c,2d,7d"
"7c,6c","7s,5d,Kh,6h,Ts"
"3d,Td","7d,Th,9s,2s,8h"
"Jh,Tc","Qs,7s,3c"
"8h,2d","Kc,9h,8s"
"4s,Th","5c,Kh,Td,Qd,3d"
"7h,6h","9s,6d,Kd,8s,Jh"
"7s,Qh","6d,3d,Kc"
"8c,Ac","7d,Qs,9c"
"3d,Tc","Ac,Js,Ks,Ad,3h"
"Ks,As","Tc,8c,4d,Qd,Td"
"7d,7h","4d,2h,Tc,5s,8d"
"2h,9h","8s,Ks,Jc,Jh,As"
"5d,Kh","5c,7h,4d"
"Jh,8d","Td,9d,9s,4h"
"Kd,Th","6c,6h,Td,3c,3s"
"Qc,Kd","6s,7h,Td,Tc,Ad"
"2h,7h","3s,Ks,Th,7c,2c"
"Jd,9s","3h,4h,6s,5d"
"Qc,2d","Qs,Qh,8c"
"Qc,2d","Tc,Ah,5c,Jd"
"8c,Ah","2d,9h,Js,Jh"
"5d,Js","Tc,4h,Ah"
"Jd,2h","3h,5h,4c,Ks"
"8s,Ts","5s,As,6c,4h"
"9s,6h","4s,Ad,Ac"
"Jh,5s","6s,9c,8c,Th,2d"
"5d,Jh","6c,4h,5c,8d,4d"
"2c,2s","3c,Ks,Th"
"Th,6c","Ac,Qc,Js"
"3s,As","Ks,Tc,2s,Qc"
"3h,4c","Js,9h,Td"
"9c,Jc","6s,3s,Kd,4c,2h"
"Qc,7h","9h,3c,2h,Ks,Jh"
"6h,5c","Jc,3c,4c,8d,6c"
"7h,Jh","4c,5c,Kd,2h,Qc"
"Th,5h","2s,Ac,4h,Kc"
"Ts,7c","3h,3c,Ah,Jc"
"6c,3c","Jh,Jd,9c"
"Qc,Qs","9d,Jc,2c,Ac"
"Kh,As","3s,9s,Qs"
"Qs,9h","Ad,9s,Jh,5d,6d"
"5s,Ts","2d,Td,Ah"
"Ah,2h","Td,3s,2s"
"5c,6d","8h,9s,6s"
"Td,8d","7c,8c,2d"
"9h,8c","2d,3h,6c"
"Qh,3d","Ah,8c,5s,6h,2s"
"7c,Ks","3h,Kc,Jh"
"Ah,As","4h,8c,Kh,Jh,8d"
"4d,2h","Qd,9s,5c,6d,2d"
"Ts,Js","7h,Ac,3s,6h"
"Ac,7c","6c,3c,Kd,Jh,5d"
"9s,9d","5d,Ks,4h"
"5s,8d","3c,Ks,Jc,8s"
"4h,3d","7h,9h,As,6c,6h"
"5c,5h","Ts,4h,Ad"
"Tc,4c","Qd,7d,7s,2s"
"7s,6d","5c,8h,Tc"
"Kd,9h","Ks,As,7s,7h"
"Qs,3s","4c,Jc,9c,Ad,Qd"
"Ks,7d","9c,8h,6d,2d"
"Ks,6d","7s,3s,Qs"
"Jc,3d","4h,6h,8s"
"Qh,8d","8h,Ts,7c,9s"
"2h,8d","5c,4c,Jd,7d,Td"
"2c,9d","Qc,8d,4h"
"Ks,4d","6c,Jc,Kh"
"4d,Qs","8s,2s,4c,Ks,8d"
"Js,5d","2h,Qc,Jh,Td"
"9c,9d","9h,9s,Js,Qc,Ks"
"Jd,As","4d,8d,Qs,Js"
"2h,Qd","Jc,Tc,Qs,Th"
"Jh,6c","Ts,9s,Qh"
"As,9d","Th,Qc,3h,8d"
"Ks,7s","8d,9s,Ac,6d"
"2d,5c","6h,2c,3h,8d,Qd"
"Ks,5c","4s,8d,Ad,8h,Jc"
"6s,Kc","2h,6h,Ac,Ks"
"2d,Qc","9d,2h,Ts,6d"
"Qh,Td","9d,As,Jh,6s,4d"
"Qs,Ac","7d,8d,6s,3s"
"9d,7h","Jd,As,Ah,3d"
"Kh,Kd","4h,As,8d,3c"
"4s,2c","9s,Qh,Kd,2d,6c"
"4c,7d","6s,6h,Qd"
"Qh,5s","7d,Qs,3c,Td"
"Th,5s","2c,Js,4c"
"4d,3d","Jc,8h,Tc,4c"
"2c,Ts","5d,Qd,9h,Qs,3s"
"Qd,4h","7h,3d,6h,8s,6d"
"Qd,Ts","3c,7c,Tc,Ad"
"7d,As","Ah,Ac,Td,5h,6d"
"Jh,Qs","8c,5d,2h,Kc,9c"
"Qh,6d","Jd,As,Tc,8s,3c"
"Js,Kd","8d,2s,Jh"
"Qs,Kh","Tc,Jc,Ad,Ks,7s"
"Qs,Ks","6c,7c,5d"
"3c,Ts","4s,7s,2h,Jh,Ac"
"4c,Kd","5d,Th,3s,Qh,7d"
"4c,2c","Kh,Ks,Ah,9d,3h"
"6s,4d","9s,3d,9d,2d"
"Qh,Ts","9d,Ac,7c,As"
"4c,Js","6s,8s,8c"
"7d,4s","7h,6d,8d,2d"
"2c,8d","Kc,Ah,Kh,Ad"
"Kc,9c","2c,Js,4d,7s"
"5d,5h","2s,7s,Kc"
"4c,Ks","4h,9d,Ah,7s,7c"
"Kd,Kc","6c,3c,4h,9s"
"3s,Qs","Kh,5h,Kd,Qd"
"Qd,4h","2d,7c,Qs,Ac,8s"
"9h,Qc","Tc,3d,6s,6d"
"9h,5d","Qd,2s,5s,As,4s"
"Qs,Jc","Ks,9c,8s"
"Jh,9h","6c,Qc,7c"
"8s,Qh","Ad,9c,4d,2s"
"6d,2d","5c,6h,6s,Td"
"Tc,5s","7d,Jc,Qs"
"7s,Ts","6d,Jd,3s,3h,2h"
"3s,Kd","7h,5s,Qh"
"9h,5d","Ad,Qs,As,2c"
"Ts,8c","2c,6s,Ah,9h,8d"
"6s,As","2h,5h,Tc,6h,2c"
"4d,Kh","2s,Ad,7s"
"7h,2d","7d,Th,2h,3h,5h"
"Jh,9h","5s,5d,4c,8c,Ah"
"Jh,Td","7h,3c,3s,4h,2d"
"3c,5h","Qc,8d,7d,Tc,4h"
"3h,7c","9h,Ad,7d,5s"
"Jc,5c","Ks,8d,5s,2c"
"7c,Qh","2s,6c,3d"
"8c,Ac","5c,Tc,6h,3h,6s"
"Kc,Th","3s,Qh,5h,9s,4d"
"5h,8d","6d,2h,5c,4c,Ts"
"2s,Kd","Kc,6d,8d"
"Qs,Kh","6s,5s,Ah,Kd,5c"
"4d,Qh","8s,8h,8d,Ts"
"9h,6h","Jh,Ks,2c,Ac"
"As,Qs","Ah,5s,Ad,Ks"
"4h,3d","4c,Qc,5d,2h,8c"
"7h,Qs","Jc,Qh,3h,6d"
"Kh,5s","9s,7h,8d,8c,2s"
"As,8h","7h,Tc,2c,2h"
"6h,Jh","8c,3d,Ks"
"Qc,5c","Ah,Kd,9h"
"4s,Qh","4c,9s,Ks"
"Qs,2h","Td,4h,Kc"
"Ad,5d","Jd,Ks,Ts,6h"
"3h,4h","3s,4s,3d"
"5h,Jh","3s,7c,2s,8h,Qh"
"8h,7d","7c,6d,Kh,Qd,4c"
"3s,Jd","4c,Ac,3h,9s,8d"
"9c,Qs","Qc,9s,6s,Th"
"Qs,Ac","Td,Jd,4h,4d,As"
"Jh,Kc","Ks,6c,7s,8d"
"Jc,6s","Qc,Kc,9h,Qs"
"Ac,6h","Qc,3c,Ah"
"8c,3h","9c,7c,Kh,7d"
"Ts,7h","5d,Js,Ac,Qd,2c"
"Ts,6c","Kd,5d,Jd,9c"
"2c,Qh","Kc,2s,5s,Ks"
"6d,Qs","3c,4d,9s,Jd,Ad"
"9d,Ah","Ad,Qh,Kh"
"Qc,Ks","3d,Qs,6s"
"Jh,7d","Tc,Kh,3h,8d"
"9s,4h","Jc,Qc,7c"
"Kc,6d","8d,Td,Ks,Qc,3h"
"6h,6c","2h,Qh,Td,8h,Ah"
"Kd,9h","5d,Ah,As"
"9c,Qd","9h,8s,Kh,4s"
"Ad,6s","Kh,8d,3c,6c"
"Jc,Kh","Ad,4h,8h"
"Tc,Kh","7h,6s,Jc,7d,7s"
"5d,2h","2s,Qs,5s,Td"
"7d,4c","7h,5h,6h"
"Jc,Kh","Ad,Kd,6c,7d,9d"
"6c,As","Qh,9c,4c,9d"
"3h,5c","6d,Ac,Qh,Tc"
"Qc,3s","8c,3c,4d,Td,2c"
"9h,Js","8h,Ks,2d,8d"
"3c,6d","7h,9s,Kd,Jd,7d"
"Qd,8h","2c,Ts,Jd"
"Jd,2h","As,8d,Jc,Js,4h"
"6d,7s","6c,Js,8c"
"Ac,Jh","2d,Td,2h"
"Tc,9d","Td,8c,5h"
"Qs,7c","6d,Jc,3s,6h"
"9c,Jc","Js,2h,4c,Td"
"5h,7d","4h,6s,Jd,8s,Jc"
"Ks,9s","Tc,3s,9d"
"2s,Qh","Ac,Qc,4d,7h"
"Qd,Th","7d,Ad,3s,Ah,4d"
"3c,Jc","9s,6h,2d"
"6h,5s","5d,2s,8c"
"Kh,6c","8h,8d,Ah,9h,7h"
"Ad,Ks","9d,Qh,6c,Qc,2h"
"Ah,Qh","6d,Jh,5h"
"8s,5h","Kd,Ad,Th,5c"
"Qc,Jd","5d,4d,Ac,9d"
"9s,9d","5h,Ac,Js"
"Th,Kc","2h,9c,5c,3h"
"2h,2c","2d,Qc,9c"
"8d,2h","Kc,3s,6h"
"Td,5c","9c,5h,Kd"
"7h,8h","Ad,Qs,Kd,7d"
"Qc,3s","Ac,Kc,7h,9d,5s"
"7s,9s","Js,7h,Jd"
"8d,Jc","9s,Ac,Ks,As,Qh"
"5s,7h","3s,6s,7c,9s"
"3s,3h","6h,3d,As"
"8s,2d","Ah,Th,9h,4s"
"Kc,4s","7h,5d,5h,Ks"
"5c,9h","2s,Tc,Qd,5s,Qs"
"Th,Tc","Qs,2c,5h,Ts"
"4s,Ks","9h,Qs,Jc,5s"
"6h,5s","Ah,Td,9s"
"Ks,Qd","Td,Tc,Jd"
"Td,Jd","Tc,9d,Ks"
"8s,2d","4s,4c,4d"
"4s,8d","Jc,7d,4d,3d"
"8h,Tc","Jc,8s,2c"
"7d,4c","9d,Ks,Jd,Td"
"Ah,2s","6c,9s,Qd"
"Jc,6h","Th,Jh,6c"
"2d,Kc","6h,Th,6s"
"8h,9h","7h,Js,Qh"
"9d,5h","Qc,5d,Qh,Jh"
"6s,3d","Ks,8d,8c"
"2s,Kc","Th,Kd,Tc,4s,6c"
"Qh,Td","2h,Ac,Kc,5h,Qc"
"Jd,Jh","As,8s,Qs,Jc"
"2d,4c","7c,Ts,Kh"
"9c,8c","Qh,5d,As,Qs,Th"
"Ts,Js","Kd,Qs,9h"
"Ts,5s","As,6c,Ah"
"5c,8h","Td,5d,Ks,2d,5s"
"Th,7s","5d,3d,8c"
"8h,4h","4c,Ad,5d,Qd,7h"
"Kc,Qd","4d,Jh,5h,Ad"
"Th,2c","3h,7h,7d,6c"
"5s,Kd","4c,5d,Ks,Ah,7c"
"Tc,3c","2h,7d,Kc"
"2d,4d","7c,2h,5d,5c,8h"
"4d,7c","4c,6s,Th,5s"
"4h,5c","9s,Ts,Tc,Ad"
"Th,8h","7d,Jc,3d,6c"
"4d,Kh","8d,9d,Jd,4c"
"4s,Qd","2h,3c,9c"
"5c,Ks","9s,9c,6d,3d,Td"
"Ac,3s","Kc,Ks,6s,Kd,3c"
"Js,Td","7c,Ad,6h"
"Ac,8s","6h,5h,Qs,4c,As"
"7c,3s","9s,6h,5c"
"7d,Jh","3h,3d,9s"
"Ah,9c","Jh,7c,3h"
"Jc,8s","6c,9h,Qc,Ah,4h"
"5h,9h","Kh,2s,6s,9d,7d"
"3s,5h","8c,9d,Th"
"3d,Tc","Qs,Jh,Td"
"Kd,3d","8c,5c,2s,Ks,Qc"
"3s,2d","Jh,4d,4c,Js"
"Tc,3c","2c,Ts,Jh,Qd"
"9d,Kd","Qh,Kh,Qc"
"7s,3s","4s,Kh,7h,9c,9h"
"Kh,6h","Th,9s,Td,8c"
"2c,6s","3s,Ad,3d,3h,Kc"
"8s,Kd","3d,4c,Js,5d,5h"
"6s,4d","9c,8c,5s,Jd"
"9h,Qc","5s,4d,8d,Jc,Kh"
"9d,Qd","Qc,7s,Kc,5h"
"7d,Qs","2d,8c,Tc,7s"
"Kc,5d","8s,8d,5c,Ks,9c"
"Ah,Kh","2h,7c,2d,As,4c"
"Jh,2s","7h,Ts,5h"
"8s,7s","Td,Kc,Jc,Ts,2d"
"8h,Kc","2c,Jh,3s,4h"
"6d,Th","2s,9c,Ac,Ah"
"Td,2d","Jc,9c,Kc,Jh,8h"
"Tc,4d","Jd,Qd,Qc,2s,9c"
"Jc,2d","4s,8h,Kh,7h,3d"
"6s,Qd","6d,6c,Jc"
"Qc,7d","Tc,6h,5h,6s,2d"
"Td,2h","Qs,5h,3c,9c"
"Kd,5s","Ah,3h,3d"
"Jh,8d","Ts,Th,4h,8h,5s"
"5d,2h","7s,3c,3d,7c"
"6h,8c","Tc,Ad,4c"
"7s,8h","8d,2d,8s,Tc,Ad"
"Ks,2c","Tc,Ac,Jh,Jc,6c"
"5d,8s","Qc,Qd,2h"
"Kc,4d","7d,5h,Ts,Tc"
"As,Kd","4h,2s,3c,Jc"
"Qs,Ad","2h,Td,Ac"
"Qh,9d","Qc,2h,5h,Qd,2c"
"2d,2s","4d,Qc,Kd,6h,Jd"
"4h,Ac","3c,6s,6h,Qd,9h"
"Ah,8s","7c,5c,9c,2s"
"Kc,9c","6s,Td,4s"
"5h,6c","7d,4c,Js"
"8h,6c","Jd,5h,Kd"
"Qc,6c","2c,3h,Qd"
"9s,Qd","4h,7s,Tc"
"Qc,8s","4d,4s,9c,2c,Td"
"5h,6h","9s,Qd,8s"
"6s,2s","2d,4h,Th,3h"
"Ts,9s","Ad,7s,Td,2s,2d"
"2d,As","Jh,4h,7c,8c"
"4s,8s","4c,4h,3s,7d"
"3c,6h","Qs,8d,8c,Kc"
"5d,9h","7c,Tc,7s,Kd"
"8d,7h","5c,Qs,5d,Qc,2s"
"3c,Jd","7h,8s,2c"
"6s,9s","Ts,9d,Js,As,8s"
"Ad,6s","8h,3h,5d"
"6d,4d","Kh,2h,7d"
"3s,7c","9d,6s,8s"
"9c,Jc","Js,Ah,5d,2c,Kh"
"Kc,8d","9s,3s,2c"
"8h,8s","8c,9d,5s,Kc"
"Qh,9c","Jd,Qs,4h,7c,Ac"
"Kc,9h","7s,3s,8h"
"9s,4h","2c,5d,5s,4d"
